,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3956,42,admin.,married,unknown,no,642,yes,yes,unknown,16,may,509,2,-1,0,unknown,no
30036,28,management,single,tertiary,no,725,no,no,cellular,4,feb,137,2,-1,0,unknown,no
10840,38,services,married,primary,no,175,no,no,unknown,17,jun,132,2,-1,0,unknown,no
30776,28,blue-collar,married,secondary,no,1137,no,no,cellular,6,feb,129,4,211,3,other,no
2469,32,technician,married,tertiary,no,463,yes,no,unknown,13,may,128,2,-1,0,unknown,no
5821,59,retired,married,primary,no,174,yes,yes,unknown,26,may,145,1,-1,0,unknown,no
17503,47,management,single,tertiary,no,216,yes,no,cellular,29,jul,193,10,-1,0,unknown,no
9499,53,technician,married,secondary,no,480,no,no,unknown,6,jun,648,2,-1,0,unknown,yes
40374,79,retired,married,secondary,no,723,no,no,telephone,22,jun,295,3,-1,0,unknown,no
8776,24,blue-collar,single,secondary,no,0,yes,no,unknown,4,jun,204,1,-1,0,unknown,no
28774,34,management,married,tertiary,no,351,no,no,cellular,30,jan,193,1,-1,0,unknown,no
14907,34,services,married,secondary,no,889,yes,no,cellular,16,jul,417,7,-1,0,unknown,no
40647,20,student,married,unknown,no,292,no,no,cellular,5,aug,385,2,93,1,failure,yes
23635,55,management,divorced,tertiary,no,668,no,no,cellular,28,aug,25,6,-1,0,unknown,no
32255,33,blue-collar,single,secondary,no,778,yes,no,cellular,16,apr,30,1,-1,0,unknown,no
1429,47,blue-collar,married,secondary,no,116,yes,no,unknown,8,may,376,2,-1,0,unknown,no
30778,28,management,married,tertiary,no,247,no,no,cellular,6,feb,1192,3,-1,0,unknown,no
3400,30,technician,married,tertiary,no,-256,yes,no,unknown,15,may,51,5,-1,0,unknown,no
2488,54,retired,married,primary,no,0,yes,no,unknown,13,may,106,1,-1,0,unknown,no
44618,60,management,married,tertiary,no,474,no,no,cellular,31,aug,415,5,186,3,other,yes
13638,26,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359,5,-1,0,unknown,yes
1245,26,blue-collar,single,primary,no,318,yes,no,unknown,8,may,101,1,-1,0,unknown,no
495,39,admin.,single,secondary,no,0,yes,no,unknown,6,may,174,2,-1,0,unknown,no
34460,47,self-employed,married,primary,no,3363,no,no,cellular,5,may,382,1,-1,0,unknown,no
32311,47,entrepreneur,married,secondary,no,1375,yes,no,telephone,16,apr,272,2,321,7,failure,no
7456,59,retired,married,secondary,no,9976,yes,no,unknown,29,may,57,2,-1,0,unknown,no
39492,56,retired,divorced,tertiary,no,13094,no,no,cellular,25,may,1064,1,-1,0,unknown,yes
35418,28,technician,single,secondary,no,618,yes,no,cellular,7,may,281,1,-1,0,unknown,no
23777,32,technician,married,secondary,no,963,no,no,cellular,28,aug,15,13,-1,0,unknown,no
7074,43,technician,married,secondary,no,-496,yes,no,unknown,29,may,100,2,-1,0,unknown,no
8292,38,blue-collar,married,primary,no,1495,yes,no,unknown,2,jun,74,3,-1,0,unknown,no
38681,33,services,single,secondary,no,239,yes,no,cellular,15,may,101,2,-1,0,unknown,no
25096,42,management,married,tertiary,no,2110,no,yes,cellular,18,nov,67,1,110,2,failure,no
43009,75,retired,married,secondary,no,291,no,no,cellular,11,feb,515,1,183,1,failure,yes
3359,47,services,married,secondary,no,2796,yes,no,unknown,15,may,57,2,-1,0,unknown,no
18390,36,admin.,married,secondary,no,3308,no,yes,cellular,31,jul,119,2,-1,0,unknown,no
42946,29,management,single,unknown,no,698,no,no,cellular,8,feb,186,1,-1,0,unknown,no
9232,36,blue-collar,divorced,secondary,no,-11,no,no,unknown,5,jun,152,2,-1,0,unknown,no
1431,44,blue-collar,married,primary,no,753,yes,no,unknown,8,may,151,2,-1,0,unknown,no
36370,38,entrepreneur,married,tertiary,no,946,yes,no,cellular,11,may,69,1,-1,0,unknown,no
16317,48,technician,married,secondary,no,480,no,yes,cellular,23,jul,371,1,-1,0,unknown,no
28579,37,entrepreneur,married,tertiary,no,1284,yes,no,cellular,29,jan,246,2,-1,0,unknown,no
27538,49,entrepreneur,married,tertiary,no,763,no,no,cellular,21,nov,129,4,-1,0,unknown,no
29672,29,technician,married,secondary,no,655,yes,no,cellular,3,feb,225,3,270,2,failure,no
9097,59,housemaid,married,primary,no,495,no,no,unknown,5,jun,150,2,-1,0,unknown,no
18142,57,services,divorced,secondary,no,4664,no,no,cellular,30,jul,103,1,-1,0,unknown,no
32269,36,management,married,tertiary,no,2687,no,no,cellular,16,apr,58,3,-1,0,unknown,no
19492,58,unemployed,married,secondary,no,2690,no,no,cellular,7,aug,142,2,-1,0,unknown,no
13437,45,technician,married,secondary,no,2020,yes,no,cellular,9,jul,55,1,-1,0,unknown,no
9699,46,services,married,secondary,no,2215,no,no,unknown,6,jun,222,2,-1,0,unknown,no
31221,63,self-employed,married,tertiary,no,661,no,no,cellular,2,mar,56,2,-1,0,unknown,no
17931,43,technician,single,secondary,no,54,yes,no,cellular,30,jul,62,2,-1,0,unknown,no
29673,36,technician,married,secondary,no,58,no,no,cellular,3,feb,24,2,-1,0,unknown,no
28811,36,technician,single,secondary,no,317,yes,no,cellular,30,jan,198,2,266,2,failure,no
44695,72,retired,married,secondary,no,1978,no,no,cellular,6,sep,312,1,-1,0,unknown,yes
12408,40,technician,married,secondary,no,59,yes,no,unknown,30,jun,322,3,-1,0,unknown,no
28409,30,blue-collar,single,secondary,no,229,no,no,cellular,29,jan,24,3,-1,0,unknown,no
24834,47,management,divorced,tertiary,no,428,yes,no,cellular,18,nov,116,1,167,1,other,no
2806,59,retired,divorced,primary,no,1534,yes,no,unknown,14,may,278,1,-1,0,unknown,no
7517,36,technician,married,secondary,no,1345,yes,no,unknown,30,may,231,3,-1,0,unknown,no
20798,31,management,single,tertiary,no,363,no,no,cellular,13,aug,94,2,-1,0,unknown,no
34209,41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,1,83,3,success,yes
36049,47,blue-collar,married,secondary,no,2548,yes,no,cellular,11,may,577,1,368,1,other,no
15546,35,technician,married,secondary,no,1057,yes,no,cellular,21,jul,144,2,-1,0,unknown,no
26526,39,management,married,tertiary,no,1209,no,no,cellular,20,nov,60,1,-1,0,unknown,no
34299,30,entrepreneur,single,secondary,no,572,yes,no,cellular,4,may,220,4,-1,0,unknown,no
30578,36,unemployed,married,secondary,no,439,yes,no,telephone,6,feb,18,6,-1,0,unknown,no
34142,29,management,single,tertiary,no,2753,no,no,cellular,30,apr,645,1,-1,0,unknown,yes
37307,44,blue-collar,divorced,primary,no,70,yes,no,cellular,13,may,176,1,-1,0,unknown,no
34248,49,management,married,tertiary,no,1,yes,no,cellular,4,may,7,4,-1,0,unknown,no
3673,31,housemaid,single,secondary,no,1301,yes,no,unknown,16,may,69,15,-1,0,unknown,no
32484,34,admin.,married,secondary,no,79,yes,no,cellular,17,apr,193,1,329,1,failure,no
40102,30,management,single,tertiary,no,3384,no,no,cellular,4,jun,578,2,-1,0,unknown,yes
38952,30,services,single,secondary,no,438,yes,no,cellular,18,may,98,1,178,1,failure,no
32606,31,self-employed,single,tertiary,no,578,yes,no,cellular,17,apr,664,1,319,4,failure,no
9044,47,entrepreneur,married,secondary,no,0,no,no,unknown,5,jun,1446,1,-1,0,unknown,yes
18318,39,services,divorced,secondary,no,42,no,no,cellular,31,jul,75,2,-1,0,unknown,no
30769,58,services,married,secondary,no,-37,no,yes,telephone,6,feb,150,2,205,6,failure,no
36148,39,technician,single,secondary,no,283,yes,no,cellular,11,may,369,2,350,1,failure,no
45186,59,unknown,married,unknown,no,1500,no,no,cellular,16,nov,280,1,104,2,failure,no
39276,28,admin.,single,primary,no,25,yes,no,cellular,18,may,296,2,-1,0,unknown,no
42268,71,retired,married,primary,no,2600,no,no,cellular,13,nov,186,2,98,1,success,yes
2496,49,entrepreneur,divorced,secondary,no,159,yes,no,unknown,13,may,95,3,-1,0,unknown,no
23878,39,management,married,tertiary,no,0,no,no,cellular,29,aug,94,2,-1,0,unknown,no
27416,32,admin.,single,tertiary,no,3816,yes,no,cellular,21,nov,53,3,-1,0,unknown,no
17537,28,management,single,secondary,no,-513,no,yes,cellular,29,jul,95,8,-1,0,unknown,no
6660,26,services,married,secondary,no,311,yes,no,unknown,28,may,373,1,-1,0,unknown,no
801,40,blue-collar,divorced,secondary,no,139,yes,no,unknown,7,may,91,1,-1,0,unknown,no
38026,36,management,married,tertiary,no,2178,yes,no,cellular,14,may,75,3,-1,0,unknown,no
38762,35,blue-collar,married,secondary,no,3181,yes,no,cellular,18,may,28,6,-1,0,unknown,no
40930,26,management,single,tertiary,no,1643,no,no,cellular,12,aug,243,1,-1,0,unknown,no
15416,27,admin.,married,secondary,no,53,yes,no,cellular,18,jul,362,2,-1,0,unknown,no
15522,31,blue-collar,divorced,secondary,no,0,yes,yes,cellular,18,jul,913,4,-1,0,unknown,yes
14666,38,housemaid,married,secondary,no,0,no,no,cellular,15,jul,105,7,-1,0,unknown,no
26383,33,entrepreneur,married,primary,no,2339,yes,yes,cellular,20,nov,220,1,-1,0,unknown,no
20970,53,blue-collar,married,secondary,no,427,no,yes,cellular,14,aug,360,4,-1,0,unknown,no
27783,26,services,married,secondary,no,285,no,no,cellular,28,jan,100,1,-1,0,unknown,no
12256,56,blue-collar,divorced,unknown,no,1363,no,no,unknown,23,jun,54,3,-1,0,unknown,no
26345,32,blue-collar,divorced,secondary,no,658,no,no,cellular,20,nov,173,2,-1,0,unknown,no
3290,47,admin.,married,secondary,no,2354,yes,no,unknown,15,may,303,1,-1,0,unknown,no
34858,34,blue-collar,married,primary,no,17946,yes,no,cellular,6,may,258,9,-1,0,unknown,no
35416,34,services,married,secondary,no,-99,yes,yes,cellular,7,may,258,2,-1,0,unknown,no
25098,38,admin.,single,tertiary,no,4,yes,yes,cellular,18,nov,71,3,-1,0,unknown,no
37328,52,services,married,primary,no,306,yes,no,cellular,13,may,650,5,-1,0,unknown,yes
28806,28,entrepreneur,single,tertiary,no,341,no,no,cellular,30,jan,241,1,-1,0,unknown,no
14813,56,blue-collar,married,secondary,no,-199,no,yes,cellular,16,jul,428,2,-1,0,unknown,no
35033,60,management,married,tertiary,no,5990,yes,no,cellular,6,may,396,3,-1,0,unknown,yes
9004,48,blue-collar,married,primary,no,257,yes,no,unknown,5,jun,333,2,-1,0,unknown,no
20436,46,entrepreneur,married,secondary,no,-880,no,yes,cellular,12,aug,185,2,-1,0,unknown,no
8942,39,blue-collar,single,primary,no,1790,yes,no,unknown,4,jun,229,6,-1,0,unknown,no
33048,37,admin.,married,secondary,no,6127,yes,no,cellular,17,apr,1038,2,-1,0,unknown,no
29131,29,management,married,tertiary,no,-45,no,no,cellular,2,feb,180,1,-1,0,unknown,no
3965,41,blue-collar,single,primary,no,1649,yes,no,unknown,16,may,312,3,-1,0,unknown,no
28983,39,blue-collar,married,unknown,no,0,no,no,cellular,2,feb,731,1,193,3,failure,no
38402,32,admin.,single,secondary,no,6042,yes,no,cellular,15,may,183,1,361,1,failure,no
15119,50,blue-collar,married,primary,no,216,yes,no,cellular,17,jul,195,3,-1,0,unknown,no
32482,35,blue-collar,single,secondary,no,74,yes,no,cellular,17,apr,360,1,-1,0,unknown,no
9600,40,housemaid,divorced,primary,no,1,no,no,unknown,6,jun,113,3,-1,0,unknown,no
28451,31,services,single,secondary,no,211,no,no,cellular,29,jan,226,2,-1,0,unknown,no
227,33,management,single,tertiary,no,34,yes,no,unknown,5,may,27,1,-1,0,unknown,no
16892,35,technician,single,secondary,no,2471,yes,yes,cellular,25,jul,136,5,-1,0,unknown,no
3594,55,technician,married,tertiary,no,874,yes,no,unknown,15,may,314,11,-1,0,unknown,no
18695,42,self-employed,divorced,tertiary,no,5331,no,yes,cellular,31,jul,135,3,-1,0,unknown,no
40616,49,management,divorced,tertiary,no,914,no,no,cellular,4,aug,185,1,-1,0,unknown,yes
22963,33,management,single,tertiary,no,0,no,no,cellular,26,aug,60,2,-1,0,unknown,no
23849,42,technician,divorced,secondary,no,112,no,no,cellular,29,aug,69,4,-1,0,unknown,no
40024,27,admin.,single,secondary,no,1,no,no,cellular,3,jun,42,1,-1,0,unknown,no
36348,41,blue-collar,married,secondary,no,926,yes,no,cellular,11,may,306,2,347,1,other,no
40477,62,management,married,tertiary,no,2785,no,no,cellular,6,jul,270,3,-1,0,unknown,yes
18014,40,management,divorced,tertiary,no,69,yes,no,cellular,30,jul,149,2,-1,0,unknown,no
15966,36,management,divorced,tertiary,no,81,no,yes,cellular,22,jul,560,1,-1,0,unknown,yes
43007,57,retired,married,primary,no,9367,no,no,cellular,11,feb,981,1,90,6,success,yes
37734,43,management,married,tertiary,no,-271,yes,yes,telephone,14,may,121,1,-1,0,unknown,no
2030,48,blue-collar,married,primary,no,418,yes,no,unknown,9,may,102,3,-1,0,unknown,no
27711,50,admin.,divorced,secondary,no,797,yes,no,telephone,21,nov,205,3,119,8,failure,no
16923,29,self-employed,single,tertiary,no,162,no,yes,cellular,25,jul,324,1,-1,0,unknown,no
34105,35,management,single,tertiary,no,1162,no,no,cellular,30,apr,175,1,-1,0,unknown,yes
4855,32,technician,married,unknown,no,102,yes,no,unknown,21,may,12,11,-1,0,unknown,no
43619,64,management,married,unknown,no,2352,no,no,cellular,4,may,153,2,182,11,success,yes
12080,38,blue-collar,married,secondary,no,5,no,yes,unknown,20,jun,14,8,-1,0,unknown,no
21432,47,technician,divorced,secondary,no,2914,yes,no,cellular,18,aug,405,13,-1,0,unknown,no
40055,42,management,married,tertiary,no,2665,yes,no,cellular,4,jun,280,2,126,11,failure,yes
5090,33,management,married,secondary,no,609,yes,no,unknown,21,may,239,2,-1,0,unknown,no
26447,36,unemployed,married,secondary,no,-872,yes,yes,cellular,20,nov,153,1,183,1,failure,no
18074,60,retired,married,primary,no,0,no,no,telephone,30,jul,130,3,-1,0,unknown,no
17274,30,admin.,single,secondary,no,-548,yes,yes,cellular,28,jul,70,2,-1,0,unknown,no
10390,40,management,married,tertiary,no,1041,yes,no,unknown,12,jun,73,1,-1,0,unknown,no
15777,26,housemaid,single,primary,yes,-1006,yes,yes,cellular,21,jul,222,1,-1,0,unknown,no
18832,41,management,married,tertiary,no,1254,no,no,cellular,4,aug,272,1,-1,0,unknown,no
39653,32,management,married,tertiary,no,8,yes,no,cellular,26,may,175,2,-1,0,unknown,no
17021,31,blue-collar,single,secondary,yes,-535,yes,no,cellular,25,jul,163,1,-1,0,unknown,no
2780,31,admin.,married,secondary,no,752,yes,no,unknown,14,may,178,1,-1,0,unknown,no
13913,25,blue-collar,single,secondary,no,1243,no,yes,cellular,10,jul,1341,7,-1,0,unknown,yes
5066,34,entrepreneur,single,secondary,no,0,yes,yes,unknown,21,may,394,2,-1,0,unknown,no
29674,42,admin.,single,secondary,no,400,yes,no,cellular,3,feb,198,5,244,6,failure,no
20734,35,technician,married,secondary,no,-180,no,yes,cellular,13,aug,823,2,-1,0,unknown,yes
5740,35,services,married,secondary,no,-197,yes,no,unknown,26,may,103,1,-1,0,unknown,no
44609,36,management,married,tertiary,no,5367,no,no,cellular,31,aug,324,1,455,2,failure,no
15548,33,management,married,tertiary,no,255,yes,no,cellular,21,jul,75,2,-1,0,unknown,no
22610,37,housemaid,married,primary,no,655,yes,no,cellular,22,aug,160,1,-1,0,unknown,no
26085,31,self-employed,single,tertiary,no,217,no,no,cellular,19,nov,501,4,-1,0,unknown,no
32923,36,services,married,secondary,no,526,yes,no,cellular,17,apr,333,2,324,1,other,no
26412,30,management,single,tertiary,no,2766,yes,yes,cellular,20,nov,244,1,-1,0,unknown,no
27092,58,unemployed,married,tertiary,no,183,no,no,cellular,21,nov,167,5,-1,0,unknown,no
39920,46,blue-collar,married,secondary,no,1568,yes,no,cellular,2,jun,310,1,55,6,other,yes
192,55,management,married,tertiary,no,73,yes,no,unknown,5,may,142,2,-1,0,unknown,no
9070,37,blue-collar,single,primary,no,0,no,no,unknown,5,jun,39,1,-1,0,unknown,no
36090,39,admin.,single,unknown,no,0,yes,no,cellular,11,may,62,1,-1,0,unknown,no
40797,33,entrepreneur,married,unknown,no,73,yes,no,cellular,11,aug,156,1,263,2,failure,no
39283,51,services,married,primary,no,636,yes,yes,telephone,18,may,36,6,-1,0,unknown,no
27773,48,services,married,secondary,no,651,no,yes,cellular,28,jan,228,1,196,2,failure,no
16406,35,management,married,secondary,yes,-550,no,yes,cellular,23,jul,874,3,-1,0,unknown,no
9244,42,blue-collar,married,secondary,no,698,no,no,unknown,5,jun,729,2,-1,0,unknown,no
27262,36,admin.,single,secondary,no,0,yes,yes,cellular,21,nov,109,1,189,1,failure,no
18202,48,self-employed,married,tertiary,no,0,no,no,cellular,30,jul,100,5,-1,0,unknown,no
2465,42,management,married,tertiary,no,1823,yes,no,unknown,13,may,31,1,-1,0,unknown,no
18529,32,blue-collar,married,secondary,no,7365,yes,no,cellular,31,jul,124,5,-1,0,unknown,no
32526,36,services,married,secondary,no,456,yes,yes,cellular,17,apr,294,1,319,4,failure,no
42428,42,management,married,tertiary,no,144,no,no,cellular,7,dec,143,1,283,3,failure,no
5014,28,technician,single,secondary,no,2034,yes,no,unknown,21,may,196,1,-1,0,unknown,no
15709,47,services,married,secondary,no,2,no,yes,cellular,21,jul,71,15,-1,0,unknown,no
26925,32,management,single,tertiary,no,5276,no,no,cellular,21,nov,299,1,-1,0,unknown,no
1516,40,admin.,single,secondary,no,118,yes,no,unknown,8,may,383,3,-1,0,unknown,no
42868,59,housemaid,married,secondary,no,0,no,no,telephone,3,feb,722,1,99,4,failure,no
15295,51,blue-collar,married,secondary,no,598,yes,no,telephone,18,jul,53,4,-1,0,unknown,no
15727,48,management,single,tertiary,no,414,no,no,cellular,21,jul,761,2,-1,0,unknown,no
26724,33,technician,married,tertiary,no,145,yes,no,cellular,20,nov,262,3,-1,0,unknown,no
10346,36,technician,married,secondary,no,1319,yes,no,unknown,12,jun,264,1,-1,0,unknown,no
38113,50,blue-collar,married,primary,no,111,yes,no,telephone,15,may,8,6,366,1,other,no
9744,42,management,married,primary,no,0,no,no,unknown,9,jun,108,1,-1,0,unknown,no
4403,39,admin.,married,secondary,no,6421,no,yes,unknown,20,may,661,1,-1,0,unknown,no
9227,38,admin.,married,secondary,no,884,yes,no,unknown,5,jun,57,2,-1,0,unknown,no
22689,30,technician,married,secondary,no,384,no,no,cellular,25,aug,73,3,-1,0,unknown,no
3505,55,services,divorced,secondary,no,72,yes,yes,unknown,15,may,384,4,-1,0,unknown,no
8636,58,technician,married,unknown,no,-205,yes,no,unknown,3,jun,497,2,-1,0,unknown,no
11653,36,unemployed,single,primary,no,2562,no,no,unknown,20,jun,489,2,-1,0,unknown,no
25040,40,technician,single,secondary,no,159,yes,no,unknown,18,nov,37,1,-1,0,unknown,no
18622,42,blue-collar,married,secondary,no,108,yes,no,telephone,31,jul,51,21,-1,0,unknown,no
27079,30,blue-collar,single,primary,no,395,no,no,cellular,21,nov,429,1,-1,0,unknown,no
32407,39,admin.,married,secondary,no,-367,yes,no,cellular,16,apr,667,2,-1,0,unknown,no
30925,34,admin.,married,secondary,no,764,no,no,cellular,9,feb,89,2,-1,0,unknown,no
32680,32,blue-collar,married,secondary,no,1912,yes,no,telephone,17,apr,42,1,-1,0,unknown,no
3048,51,blue-collar,married,primary,no,111,yes,no,unknown,14,may,140,1,-1,0,unknown,no
33433,32,admin.,single,secondary,no,299,yes,no,cellular,20,apr,177,2,348,2,failure,no
32013,59,blue-collar,married,primary,no,11066,no,no,telephone,14,apr,86,6,-1,0,unknown,no
29932,45,admin.,married,secondary,no,985,yes,no,telephone,4,feb,156,1,267,1,failure,no
17853,50,blue-collar,married,secondary,no,3436,yes,yes,cellular,30,jul,182,4,-1,0,unknown,no
38879,27,blue-collar,single,primary,no,-579,yes,no,cellular,18,may,220,1,367,3,failure,no
24249,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,no
26758,32,management,single,tertiary,no,3097,yes,no,cellular,20,nov,167,1,-1,0,unknown,no
42325,75,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248,2,94,2,failure,yes
29099,54,self-employed,married,secondary,no,534,yes,no,cellular,2,feb,165,1,188,4,failure,no
9156,55,management,single,tertiary,no,7025,no,no,unknown,5,jun,139,3,-1,0,unknown,no
16165,27,blue-collar,single,secondary,no,113,no,no,cellular,22,jul,39,17,-1,0,unknown,no
41281,43,management,divorced,tertiary,no,9,yes,no,cellular,26,aug,89,5,401,1,failure,no
8132,34,blue-collar,married,secondary,no,-304,yes,yes,unknown,2,jun,178,4,-1,0,unknown,no
42337,52,technician,married,secondary,no,234,no,no,cellular,17,nov,255,1,-1,0,unknown,yes
7157,35,blue-collar,married,secondary,no,765,yes,no,unknown,29,may,418,8,-1,0,unknown,no
821,33,services,married,secondary,no,404,yes,no,unknown,7,may,139,1,-1,0,unknown,no
13168,57,admin.,married,secondary,no,2137,no,no,telephone,8,jul,132,7,-1,0,unknown,no
35941,53,admin.,married,secondary,no,4493,no,no,cellular,8,may,286,2,168,3,failure,no
